	Sample_000	Sample_001	Sample_002	Sample_003	Sample_004	Sample_005	Sample_006	Sample_007	Sample_008	Sample_009	Sample_010	Sample_011	Sample_012	Sample_013	Sample_014	Sample_015	Sample_016	Sample_017	Sample_018	Sample_019	Sample_020	Sample_021	Sample_022	Sample_023	Sample_024	Sample_025	Sample_026	Sample_027	Sample_028	Sample_029	Sample_030	Sample_031	Sample_032	Sample_033	Sample_034	Sample_035	Sample_036	Sample_037	Sample_038	Sample_039	Sample_040	Sample_041	Sample_042	Sample_043	Sample_044	Sample_045	Sample_046	Sample_047	Sample_048	Sample_049	Sample_050	Sample_051	Sample_052	Sample_053	Sample_054	Sample_055	Sample_056	Sample_057	Sample_058	Sample_059	Sample_060	Sample_061	Sample_062	Sample_063	Sample_064	Sample_065	Sample_066	Sample_067	Sample_068	Sample_069	Sample_070	Sample_071	Sample_072	Sample_073	Sample_074	Sample_075	Sample_076	Sample_077	Sample_078	Sample_079	Sample_080	Sample_081	Sample_082	Sample_083	Sample_084	Sample_085	Sample_086	Sample_087	Sample_088	Sample_089	Sample_090	Sample_091	Sample_092	Sample_093	Sample_094	Sample_095	Sample_096	Sample_097	Sample_098	Sample_099
GENE_0000	12.142529843551035	10.217316423198293	1.7943256303466228	9.492413022728847	10.56754339964365	2.094083621825214	3.2252323335957884	10.083572006533073	1.500160858270714	6.940132751033959	18.656181661139016	8.057390843896949	15.752335132224934	46.9440325314885	4.380999871414144	2.9351740524481778	18.883410890554508	3.962437925434622	10.683209558812797	5.805257323902253	29.94479250790833	3.952851821314737	20.045608650913493	2.741780839063538	8.374777436802836	10.286992491167197	3.788270363121389	2.293059550132011	2.5937093104022475	10.062674785676707	16.092624737023527	6.684864382554292	6.154007889404193	13.192297983684627	10.492178756548393	0.49498278588935946	49.46130693147749	3.8720058883169832	14.834483020650769	1.2547891265259299	3.761514711283401	16.86260190265094	10.766177704618501	6.1974975869463345	44.89597332579897	6.504217935630929	21.156509115093655	21.32620043230009	3.5903957983604156	2.9559145179513786	13.073836210333036	1.5128823732947836	1.131390371862276	2.9809553007085796	10.878719273749597	42.754553242836366	8.88029268357092	4.270501232769077	7.060301490984134	24.680032516159063	1.0965758291570056	1.87447065601134	3.6440927505092047	17.14975170135651	8.892209326616895	13.5075326049198	10.366224493900596	4.395598187181269	12.078529472892097	4.5830028041965205	24.062170355732654	4.342913553827973	3.2415918245517434	11.11230271039004	21.43814829670009	4.112669482046682	1.8431156840982341	4.372511652826745	4.237109238025316	12.37024907517986	3.115863731034519	3.532277744784125	1.6483555235875085	6.955942086748783	9.427747697168606	21.657317800003327	4.837516253620581	0.9644276109928684	12.028817594024673	4.504309114697561	2.832675138586836	29.760477591419807	5.9538583980363775	5.7625734026770745	2.7377433848941566	22.28543991700304	12.268319289691838	0.5353593601432317	4.993430929946671	9.395265046842676
GENE_0001	6.434896125657351	5.027474243776315	4.851823808412683	10.448393238388489	12.945969787241935	18.501687553918117	4.219931770558141	32.309335619956535	4.057735165879896	19.20445571311116	49.86985143310769	6.323815628116305	2.9383102635130105	22.7955428895029	21.094434245183827	1.9123166147022903	4.410355382366849	4.239828756624673	4.986135633865155	10.507143892329356	18.627401264583657	10.977014914813815	0.40809496341460616	0.8577950190234634	4.809506397909991	17.00536634520787	19.926337507729873	1.2189862399091738	12.637299926967312	40.53699218999122	4.258062666299496	6.027463345376145	29.220672442502327	10.234827004056367	12.051475856414923	14.554137530215716	6.954154050884688	43.611064566011805	5.291916725697062	26.099639467147615	6.3947755026928546	3.104553126106153	2.9980091318082347	38.918517503561034	6.104927355266965	33.48692051643846	2.723558705250309	13.694659640499898	8.81822737685727	3.216126842997675	19.456567243067457	1.1275821103204082	13.731760658416146	33.76024489302528	21.998635422529883	35.62400559993134	109.18390517934245	17.002049774875406	4.83443210311743	16.07728414071584	3.125564757376412	3.6348178423079487	17.384094153156457	5.107922672525906	11.30725849489439	9.955831560691328	2.8923647596323105	5.254538202089989	13.062693685310055	2.106156301146833	3.9459374423807683	1.540551662427186	3.5998441344937704	12.81732244806642	31.582928759480804	10.26876515572799	1.4914203120648464	12.105438902005773	6.487905208633115	3.2082261718476914	7.162051849376924	8.857381353205342	3.3911291793367573	22.823261352511487	2.483804837624415	9.121811969363831	1.8858574456627262	7.748454996892205	21.583515784501763	4.492581593594277	1.9107413546753067	17.10462875372261	18.86819107880561	13.826867743394594	1.7415834629762104	5.718572296646398	6.9768996014751385	94.53874105254036	2.6704198064238787	25.871263225954316
GENE_0002	14.121359906705182	3.754961378063301	5.2450537175980445	3.7433288351193594	21.824893962395358	61.69211932177525	15.600353981553276	17.420708168360935	7.4279038542817775	2.7573606988071373	1.8247307213101724	23.754739338312138	17.630069174894096	5.646925904812602	3.6533929438183432	2.784662683526294	8.134552882344046	3.9063868703310636	7.604535327581714	2.113743562750958	7.843070239788408	12.109983393783194	59.64287560501603	3.9002406342054883	8.35030030621559	1.0062840195509533	6.20304464509699	12.698231454352424	24.184311907553717	9.400408816888236	3.2602409920160897	3.0710435218593695	3.8730248660676803	8.974473786073712	13.939429353098022	3.8417358812845555	3.638579044667865	2.2397475715478308	23.881990458556565	2.986994503636538	3.3453792957322843	3.8262434940308525	3.0966996604869794	7.545010533401902	15.176648173448246	1.7312164469601186	5.033062914168711	14.637245225941612	4.277291214454103	6.90897789430287	5.3052219910471745	47.98868122900345	3.9143042948008238	12.314680515546192	55.27222078523378	4.637588127009999	10.483473078037036	2.44767160394848	4.179397392880146	11.78315515055001	4.886100133453406	5.536991507818058	38.454698814501604	0.40373836616127995	9.228438483352987	13.994440850401515	9.176308278197954	11.339777670997153	8.984328048817634	6.5035313792040474	7.730880082773218	10.451128652524028	57.38667283462129	11.527941773768106	2.9555332189553924	25.86375672447268	2.187408058091371	27.006107976754045	39.21539996216576	65.63418896152595	7.5233902843028355	11.707991291038633	28.533330421037512	8.05353292849637	2.7578748445459578	9.111471556846338	2.7895440339445257	5.759946320731687	3.0670531591029255	23.328412047327706	1.5165099514056204	17.686901741081464	37.9043694562993	7.733518093672275	14.386203715810355	5.8362208385777805	1.8304310677189757	12.566393836090032	2.6448026458311196	16.27971284948558
GENE_0003	33.88694565868619	13.621865905988168	3.3125647251136043	9.320848796728576	21.19577887185686	20.748319605939844	13.604087042595435	6.29692532136003	7.744482030914928	12.231890486061973	12.974283898872915	9.529772480018483	28.663881870232494	2.443604226123974	1.80676635559798	21.192382405420172	4.653989046427637	24.264552272425973	26.534661583456668	31.30458599023041	3.8692597988249413	9.589548100392426	6.4263734331075595	1.9677882702605032	12.721557928101175	10.740875139089026	3.4703478729591444	15.786500250739648	15.164441476124797	99.65190009664153	7.364164065990571	3.2320598096871684	3.3228006391970193	5.190519077915821	22.41431555382886	1.1845549129478739	1.6262644030161753	18.5256113800644	10.693565358384514	3.8429244849021904	5.4305394235258335	5.453589257274233	22.76979289274368	9.306386693702635	2.0273449733857705	7.30026794411436	9.489635530546371	1.8852195547758352	5.6313257256141	3.611921892552774	4.005879934963273	10.909284082298235	2.2486574312728664	20.70925259407199	20.567446237572046	6.354494059138258	2.707282605318095	9.21231731331551	10.272893586025496	33.81844038232233	48.79791845507214	3.3744976839945426	21.555059314701406	5.079322788625349	26.545647899094792	21.287463366337516	2.6491724715932867	7.981740506134904	6.69361976463317	4.218131945727072	7.777211865228529	91.06345321345471	7.394103209448176	3.2360269171651668	3.1997711646562426	4.719842279598464	8.666478233288412	2.442063022750291	2.878997070843796	13.072453217192878	11.85358490955912	8.978585383878833	17.92490682786872	3.5010982848030863	2.8017837848688334	2.4802883605699164	14.930825730009998	1.3869486228039787	10.47084909885362	9.940098584035384	11.167401032865989	2.811851819043838	27.431540082017005	13.782602911530596	13.170487402855942	4.919046719321699	3.6403835949561003	8.575221331029631	5.087221229375661	19.48352089060169
GENE_0004	5.846520075035395	20.71793028114763	6.288447930359722	9.905324821458523	1.8632655717358055	1.617092904899122	7.236215914627552	7.249871844555467	4.711161725766147	4.3481148424952805	3.8549476643466623	10.356379038461691	11.172270981719024	96.86902450575819	1.557949956328637	2.859369400452269	4.785084923319932	30.584833474160902	8.945038920309404	6.806301141730488	14.8533185789702	4.261813807849061	22.38033825060277	38.16867527127379	7.7590512903709135	25.22079852668039	12.635494072656389	4.151582551543907	20.00630923999	13.007285787089657	6.232735848865665	5.891561707465345	4.559698385545389	10.365508908846968	11.131942261414249	12.319736865099662	1.2175739626558124	20.097236499847632	6.637250895500999	4.072832510646949	1.1122503807701773	1.9234665954744907	2.249230386215212	2.0955902057658093	2.839317263743293	2.111939153613437	54.362114672366175	24.827303257515688	39.387641134139336	14.615053595486907	2.496399449205476	3.100946129912419	3.9576666044174402	3.827322398927552	9.481178241687143	6.862367057890475	6.716288886192856	24.97709368633256	1.620648379333293	2.860749001482495	12.891305920889241	41.885368934381766	3.5622683901589243	2.6155023417301217	2.851039370673575	10.67196105833197	22.216192134087482	4.080373759460695	11.426959015257907	0.39477129174865444	4.473700002053678	1.1734196405155295	16.153391078553287	8.579395721338203	6.4213279435018915	3.6978429780041684	3.025911851307476	5.126863470900805	37.14312861169286	4.134439203724129	1.8835186252122045	2.6652681729163503	6.9404070301247875	19.888988541516415	8.252657894354307	9.33572114536329	1.9989663416226617	11.069713496131213	6.519681803587091	26.249619959197542	5.965138668310062	6.825131276883863	2.4790078175839776	14.931008131340713	13.162390062607063	4.328596385868906	5.681715730295907	24.084481608154604	14.07666541901725	10.2456722878882
GENE_0005	5.846616062669532	18.751619445552933	11.067920254128246	3.617013126130096	2.8926555628306825	4.552906986716462	8.308901278249392	2.711414990556014	13.774925302627402	3.3438644788370153	4.539762129218267	4.8945533902714295	48.26930312552145	7.839840062904419	13.544898085210649	102.75855033336045	5.42396922373239	4.175581818218314	7.7402698253950355	22.585222745244444	10.951598040891223	3.7749103424023427	2.6119421747743483	20.283689482934427	7.695161011195326	2.204187546379	3.0087719883076214	0.553749814758408	3.466706165922942	1.270279863106015	4.696285845517337	10.669247167391525	2.848154930263483	5.499177798386079	5.80513195049408	29.185107007208902	1.5156798087961054	3.7786990771970546	11.56191984266608	29.2078670693635	9.145790395627541	3.256790301498107	38.193790622698344	3.989391017102849	11.850929198474848	10.62948647998602	165.65686256767665	9.595080615362034	28.232140184011477	32.69578450379206	3.2368138619160263	12.611752106508748	6.143991684094128	17.36619025300762	21.01189012839298	4.70365809392619	1.250762876721858	4.422935586552672	15.651694212580246	42.409110011274876	1.9435543402227642	3.1368775871266337	10.605972833382685	1.4458887502001785	3.7546867571678826	8.56847199544164	21.356816545936702	6.261179523720799	0.5872843963710007	57.56829743928487	1.8729869427143575	7.1543415981607055	3.350469945819296	10.634892027673274	10.050402346578974	1.0315647844168128	12.349486264975775	6.3515620816815614	5.354684822587577	4.0092923427331	13.3640367424016	9.082611590208096	9.422716836398061	5.9468931591163265	3.949878124250905	20.810203439791685	1.4950024797025128	15.117798294283094	17.233964275115547	9.862384775486328	10.798480152480845	5.471397407070004	5.73348714528608	63.74741775301808	6.497000141306829	9.924152730337095	1.4979627696662838	76.9883454659285	18.694805253614895	1.8417224903691995
GENE_0006	35.845312863785985	3.192430301630912	48.724690880659296	47.74023346034547	12.367044922575154	26.23019293043418	26.513787899765948	7.253519968991254	2.5405474025285337	6.639055039585746	4.086161724488708	4.537579753327922	3.408290346462663	7.4927005896792584	2.053551323950125	12.101360700668936	9.226998182625291	3.2144119312874744	1.8967537248110231	10.409567616625958	18.086995873494	7.202627780916519	13.63682569552835	3.7130351980231198	3.6619958470780247	39.35300692606947	7.60025012069973	4.279154963850568	1.782807436373628	15.694991066575154	14.826074889609291	18.422718908024383	8.353413986784785	8.744815200855294	14.477181224666536	6.44014776914423	9.651628436508476	29.7391779689821	1.5359112420489907	0.8731270387424582	7.397968794946428	4.589536903300522	3.002301812657547	5.077421833523265	32.59360255712476	17.9373905201923	13.554560502320317	5.107565443042293	2.01459616933433	4.136900180154647	141.04717731599868	0.5295393829866862	4.036004976271703	2.4795227437089173	8.541083156715748	8.98022541622104	6.816868830747064	3.6041325197370564	4.873467008074333	18.768718309196608	12.013563334953645	4.2395334190554825	2.027611412632767	2.143785864905899	3.4121430514390263	3.061581655588711	12.578716245680829	7.993086892976926	14.615308255514826	21.950055197635447	10.205986946288267	14.020813933251576	3.3876858690010296	7.442289030443788	4.372928781036815	8.194294581098093	7.650061972244012	1.8298075507661875	27.81101343848156	6.733235550202261	0.4944092657538451	31.886921414524195	5.505554514585937	12.510104573947606	12.110391903022617	3.20251951324814	3.9352523934721635	9.27232798265681	6.584877732518215	2.323055584243909	14.73864102522129	2.7030982748013312	5.232218076372964	5.39085147053139	30.172615632762486	1.6532488547093442	3.5288475409072912	17.65019170138162	4.497259739513164	6.075725882094102
GENE_0007	15.917748255147648	5.423750900442165	8.79846973692642	11.867848309928178	12.351604218984063	3.6412627629302814	4.089524119824672	5.536382787577577	6.408469757020261	2.6241516886370597	3.1143150185455695	4.794367599643172	2.1283463074208555	7.212927577288295	42.72542524330251	8.889191706110902	4.577950360127672	11.839194042289964	15.584137437881857	11.666870208987795	13.94570815348218	23.872544174124144	2.5768930700058474	70.2763836265924	3.8079808287481636	11.234832641639048	7.321981611975149	10.933199714390604	33.159645909077646	10.817426352178058	19.207584144608862	3.3095791931218375	37.51265934230002	27.593977312832855	49.396616744505856	19.160953706224905	12.289251557513394	5.754335009195379	2.394639101238786	170.33183987840317	3.2638626923811134	17.714600396539662	13.990687442553869	5.377829764239953	10.54459439284607	4.851258744958298	6.152160871220516	8.528286544921121	16.940927128790236	9.387739228889277	25.65348887118198	7.4140400495621215	0.8141863100050064	17.997763511878787	7.567804835416251	3.461555072821642	3.2121610759287966	5.867774171660515	2.3867453531541583	5.832494096740799	1.5725460772353412	9.064711623333242	13.097093183239176	8.243363660346647	16.948711476691415	3.6247279468698146	10.608558290430304	0.879207720709281	8.382765765538872	5.071817705148127	6.951768086410284	8.35682191954982	21.801631561168605	0.9171560393156967	28.565585208314847	56.944439118282766	1.0319970273309391	13.34776882624492	1.809743261067009	5.81533316256801	3.935805048632337	11.572548264267754	28.690997162226296	4.584079369872703	0.42544199471544314	30.707159050865076	15.36289985448041	5.343772289298501	5.028175082341964	1.948133325685957	9.637068772801095	10.59269045938727	12.05228821266342	2.8834206046711186	4.553433234292324	26.600754410081194	14.18706080343929	19.0832902566763	2.3314900602514292	21.329471180939336
GENE_0008	4.620604839036434	10.290935213723959	9.559643071247635	2.2449797537903295	12.367198511064165	11.516944988713957	12.769983541084388	10.203375126770977	8.333600800223952	4.247585460937205	7.75642574290218	10.962190693918057	1.247672419473223	9.007744981459533	0.9213369955290974	3.13190742474199	25.939220428729094	4.2536479490231995	14.090265672702206	13.062784119089816	21.105901964344323	12.725402016558842	3.9599485759236064	19.722605929920466	1.8173778640595923	3.65095268907164	21.887059370092008	1.683859417811565	5.351196395089364	26.836227687844037	8.07204522948435	32.87421358883098	10.207056278436626	2.700555343721716	6.471230355796233	37.050367028252595	1.5201504313701713	9.862045774361503	2.239102226082506	21.24362412273662	14.285509022897903	9.607666072309515	5.3195117575800674	26.619493746633662	5.402933082178799	0.5465038882183726	12.610195437646428	1.2507767609774492	16.633131079920066	12.178658422788056	1.9134839418000256	10.25557205337849	18.12090414301055	8.774408325573454	5.19962113503667	2.385442555677154	18.456013928540074	24.040146613043706	4.7114096029163255	23.00289660121976	21.817034284944704	2.2207622080653455	11.595341386813292	27.90039449263236	18.181390816757197	24.2092458515407	42.999484397565155	11.683389296356076	5.915198781596127	7.5294278014453875	12.185423830420161	6.598695298757384	1.9163527851264592	8.675384294881045	11.291687793244536	9.750889015838734	14.224638749464368	3.582316536049883	13.275287194943065	22.574789516803634	4.534551392695279	19.336358602413114	6.047514869029454	3.858093364803114	3.136627364300843	6.741577687895095	6.068298131299705	13.349009024971737	12.69119592178132	1.5659422992443175	14.264346556498996	4.316108742231523	14.678055496032727	9.450650879925693	19.20689323404795	3.798391554028935	30.793553443476856	8.420675279166492	9.658551008625391	7.017991538503073
GENE_0009	12.712173066814993	19.600304995736394	6.858948048187241	14.247103296805252	348.1841444892505	16.03275878889902	6.036397222072584	3.2309268820221226	12.359671006259557	2.230268780120872	3.2189328242664437	4.850178552303787	32.984716291111425	6.39578761222181	40.304227665033004	14.884343361834452	3.020410344384403	13.914504951757362	64.28039740822409	11.561823118443012	4.326525471801948	5.100740207447613	50.100518326057184	5.3396954338786955	42.50308847061813	6.988255276795153	11.878122145502513	8.87607912730808	5.749810993336698	14.48598095811951	32.37964812216289	5.634319623087256	5.741075131168637	23.101061321570253	2.7884076421762662	27.52003964310881	18.084194307181573	9.586173872768677	8.524489125648024	9.237200967149274	18.869939205601828	8.967347382907242	13.506721238707312	12.905983754085543	7.383822108460048	9.015525500938658	17.95117236964876	11.118971699507547	2.3437136733537054	11.846142307616851	1.9690319839070662	18.62063062704636	26.439921375362967	12.848810256150529	35.28342683144473	13.77301473663685	4.265074827781813	8.971991156262652	25.975381312611198	2.4441721767704525	4.612985900878044	4.9744722682170845	1.1390375602864693	10.106557533032698	11.602554847297245	31.072879772542688	7.386738717874033	2.773967969890315	57.2176373261243	2.289527931079993	4.333604715822971	2.0153313761735854	4.878248454091394	67.52723779657573	7.686357838499616	7.226255718869072	16.623188955353047	6.07759858766378	3.5368265279473996	8.903248140328778	13.920002382616513	5.829831105160069	9.31701307797052	8.037903015352628	2.3963483050844467	3.041134049523525	4.643270290113852	14.58830762813494	17.746160225419246	14.32565283603408	6.892733313984204	14.230731693371668	3.193467528512602	3.3125555893445697	7.108257276711916	15.209245285854083	4.857700837838996	6.413943206603879	3.2428903950970294	12.220200591483575
